source,target,sign,interaction_type,resource,source_type,target_type,locations
Metab__CHEBI:14911_v,Gene10__Q9Y5X3,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene10__Q9Y5X3,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene10__Q9Y5X3_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene10__Q9Y5X3_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_c,Gene11__Q9UNH7,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene11__Q9UNH7,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene11__Q9UNH7_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene11__Q9UNH7_rev,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_n,Gene11__Q9UNH7,1,transport,TCDB,small_molecule,protein,"('n',)"
Gene11__Q9UNH7,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene11__Q9UNH7_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene11__Q9UNH7_rev,Metab__CHEBI:14911_n,1,transport,TCDB,protein,small_molecule,"('n',)"
Metab__CHEBI:14911_v,Gene11__Q9UNH7,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene11__Q9UNH7,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene11__Q9UNH7_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene11__Q9UNH7_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_v,Gene12__Q9UNH6,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene12__Q9UNH6,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene12__Q9UNH6_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene12__Q9UNH6_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_v,Gene13__Q9Y5X2,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene13__Q9Y5X2,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene13__Q9Y5X2_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene13__Q9Y5X2_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_c,Gene14__Q9Y5X0,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene14__Q9Y5X0,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene14__Q9Y5X0_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene14__Q9Y5X0_rev,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_v,Gene14__Q9Y5X0,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene14__Q9Y5X0,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene14__Q9Y5X0_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene14__Q9Y5X0_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_c,Gene15__Q9Y5W9,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene15__Q9Y5W9,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene15__Q9Y5W9_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene15__Q9Y5W9_rev,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_e,Gene15__Q9Y5W9,1,transport,TCDB,small_molecule,protein,"('e',)"
Gene15__Q9Y5W9,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene15__Q9Y5W9_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene15__Q9Y5W9_rev,Metab__CHEBI:14911_e,1,transport,TCDB,protein,small_molecule,"('e',)"
Metab__CHEBI:14911_v,Gene15__Q9Y5W9,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene15__Q9Y5W9,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene15__Q9Y5W9_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene15__Q9Y5W9_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_e,Gene16__Q9UMY4,1,transport,TCDB,small_molecule,protein,"('e',)"
Gene16__Q9UMY4,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene16__Q9UMY4_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene16__Q9UMY4_rev,Metab__CHEBI:14911_e,1,transport,TCDB,protein,small_molecule,"('e',)"
Metab__CHEBI:14911_v,Gene17__Q9Y5W8,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene17__Q9Y5W8,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene17__Q9Y5W8_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene17__Q9Y5W8_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_l,Gene18__Q9Y5W7,1,transport,TCDB,small_molecule,protein,"('l',)"
Gene18__Q9Y5W7,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene18__Q9Y5W7_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene18__Q9Y5W7_rev,Metab__CHEBI:14911_l,1,transport,TCDB,protein,small_molecule,"('l',)"
Metab__CHEBI:14911_v,Gene18__Q9Y5W7,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene18__Q9Y5W7,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene18__Q9Y5W7_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene18__Q9Y5W7_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_c,Gene19__Q9NRS6,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene19__Q9NRS6,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene19__Q9NRS6_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene19__Q9NRS6_rev,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_e,Gene19__Q9NRS6,1,transport,TCDB,small_molecule,protein,"('e',)"
Gene19__Q9NRS6,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene19__Q9NRS6_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene19__Q9NRS6_rev,Metab__CHEBI:14911_e,1,transport,TCDB,protein,small_molecule,"('e',)"
Metab__CHEBI:14911_v,Gene19__Q9NRS6,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene19__Q9NRS6,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene19__Q9NRS6_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene19__Q9NRS6_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_c,Gene20__P57768,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene20__P57768,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene20__P57768_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene20__P57768_rev,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_l,Gene20__P57768,1,transport,TCDB,small_molecule,protein,"('l',)"
Gene20__P57768,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene20__P57768_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene20__P57768_rev,Metab__CHEBI:14911_l,1,transport,TCDB,protein,small_molecule,"('l',)"
Metab__CHEBI:14911_v,Gene20__P57768,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene20__P57768,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene20__P57768_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene20__P57768_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_c,Gene21__Q15036,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene21__Q15036,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene21__Q15036_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene21__Q15036_rev,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_v,Gene21__Q15036,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene21__Q15036,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene21__Q15036_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene21__Q15036_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_e,Gene22__Q96RF0,1,transport,TCDB,small_molecule,protein,"('e',)"
Gene22__Q96RF0,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene22__Q96RF0_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene22__Q96RF0_rev,Metab__CHEBI:14911_e,1,transport,TCDB,protein,small_molecule,"('e',)"
Metab__CHEBI:14911_eg,Gene22__Q96RF0,1,transport,TCDB,small_molecule,protein,"('eg',)"
Gene22__Q96RF0,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene22__Q96RF0_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene22__Q96RF0_rev,Metab__CHEBI:14911_eg,1,transport,TCDB,protein,small_molecule,"('eg',)"
Metab__CHEBI:14911_v,Gene22__Q96RF0,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene22__Q96RF0,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene22__Q96RF0_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene22__Q96RF0_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_v,Gene23__Q92543,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene23__Q92543,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene23__Q92543_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene23__Q92543_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_c,Gene24__Q7Z614,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene24__Q7Z614,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene24__Q7Z614_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene24__Q7Z614_rev,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_e,Gene24__Q7Z614,1,transport,TCDB,small_molecule,protein,"('e',)"
Gene24__Q7Z614,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene24__Q7Z614_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene24__Q7Z614_rev,Metab__CHEBI:14911_e,1,transport,TCDB,protein,small_molecule,"('e',)"
Metab__CHEBI:14911_n,Gene24__Q7Z614,1,transport,TCDB,small_molecule,protein,"('n',)"
Gene24__Q7Z614,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene24__Q7Z614_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene24__Q7Z614_rev,Metab__CHEBI:14911_n,1,transport,TCDB,protein,small_molecule,"('n',)"
Metab__CHEBI:14911_v,Gene24__Q7Z614,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene24__Q7Z614,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene24__Q7Z614_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene24__Q7Z614_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_v,Gene25__Q969T3,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene25__Q969T3,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene25__Q969T3_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene25__Q969T3_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_v,Gene26__Q96L94,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene26__Q96L94,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene26__Q96L94_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene26__Q96L94_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_c,Gene27__Q96L93,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene27__Q96L93,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene27__Q96L93_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene27__Q96L93_rev,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_v,Gene27__Q96L93,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene27__Q96L93,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene27__Q96L93_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene27__Q96L93_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_v,Gene28__Q9Y343,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene28__Q9Y343,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene28__Q9Y343_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene28__Q9Y343_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_v,Gene29__Q9H3E2,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene29__Q9H3E2,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene29__Q9H3E2_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene29__Q9H3E2_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_c,Gene30__Q96L92,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene30__Q96L92,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene30__Q96L92_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene30__Q96L92_rev,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_v,Gene30__Q96L92,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene30__Q96L92,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene30__Q96L92_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene30__Q96L92_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_v,Gene31__Q5VWJ9,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene31__Q5VWJ9,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene31__Q5VWJ9_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene31__Q5VWJ9_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_e,Gene32__Q86XE0,1,transport,TCDB,small_molecule,protein,"('e',)"
Gene32__Q86XE0,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene32__Q86XE0_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene32__Q86XE0_rev,Metab__CHEBI:14911_e,1,transport,TCDB,protein,small_molecule,"('e',)"
Metab__CHEBI:14911_g,Gene32__Q86XE0,1,transport,TCDB,small_molecule,protein,"('g',)"
Gene32__Q86XE0,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene32__Q86XE0_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene32__Q86XE0_rev,Metab__CHEBI:14911_g,1,transport,TCDB,protein,small_molecule,"('g',)"
Metab__CHEBI:14911_v,Gene32__Q86XE0,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene32__Q86XE0,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene32__Q86XE0_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene32__Q86XE0_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:14911_c,Gene33__Q8WV41,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene33__Q8WV41,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene33__Q8WV41_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene33__Q8WV41_rev,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_e,Gene33__Q8WV41,1,transport,TCDB,small_molecule,protein,"('e',)"
Gene33__Q8WV41,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene33__Q8WV41_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene33__Q8WV41_rev,Metab__CHEBI:14911_e,1,transport,TCDB,protein,small_molecule,"('e',)"
Metab__CHEBI:14911_v,Gene33__Q8WV41,1,transport,TCDB,small_molecule,protein,"('v',)"
Gene33__Q8WV41,Metab__CHEBI:14911_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:14911_c,Gene33__Q8WV41_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene33__Q8WV41_rev,Metab__CHEBI:14911_v,1,transport,TCDB,protein,small_molecule,"('v',)"
Metab__CHEBI:3308_e,Gene34__Q9UI40,1,transport,TCDB,small_molecule,protein,"('e',)"
Gene34__Q9UI40,Metab__CHEBI:3308_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:3308_c,Gene34__Q9UI40_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene34__Q9UI40_rev,Metab__CHEBI:3308_e,1,transport,TCDB,protein,small_molecule,"('e',)"
Metab__CHEBI:9175_e,Gene35__Q9UI40,1,transport,TCDB,small_molecule,protein,"('e',)"
Gene35__Q9UI40,Metab__CHEBI:9175_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:9175_c,Gene35__Q9UI40_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene35__Q9UI40_rev,Metab__CHEBI:9175_e,1,transport,TCDB,protein,small_molecule,"('e',)"
Metab__CHEBI:8345_e,Gene36__Q9UI40,1,transport,TCDB,small_molecule,protein,"('e',)"
Gene36__Q9UI40,Metab__CHEBI:8345_c,1,transport,TCDB,protein,small_molecule,"('c',)"
Metab__CHEBI:8345_c,Gene36__Q9UI40_rev,1,transport,TCDB,small_molecule,protein,"('c',)"
Gene36__Q9UI40_rev,Metab__CHEBI:8345_e,1,transport,TCDB,protein,small_molecule,"('e',)"
