source,target,sign,interaction_type,resource,source_type,target_type,locations
Gene4482__P0DTE7,Metab__CHEBI:28645_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4482__P0DTE8,Metab__CHEBI:28645_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4482__P0DUB6,Metab__CHEBI:28645_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4483__Q6UWQ5,Metab__CHEBI:143182_c,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('c',)"
Gene4483__Q6UWQ5,Metab__CHEBI:143182_e,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('e',)"
Gene4483__P19961,Metab__CHEBI:143182_c,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('c',)"
Gene4483__P19961,Metab__CHEBI:143182_e,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('e',)"
Gene4483__P04746,Metab__CHEBI:143182_c,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('c',)"
Gene4483__P04746,Metab__CHEBI:143182_e,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('e',)"
Gene4484__P0DTE7,Metab__CHEBI:143182_c,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('c',)"
Gene4484__P0DTE7,Metab__CHEBI:143182_e,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('e',)"
Gene4484__P0DTE8,Metab__CHEBI:143182_c,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('c',)"
Gene4484__P0DTE8,Metab__CHEBI:143182_e,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('e',)"
Gene4484__P0DUB6,Metab__CHEBI:143182_c,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('c',)"
Gene4484__P0DUB6,Metab__CHEBI:143182_e,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('e',)"
Metab__CHEBI:143182_c,Gene4485__Q6UWQ5,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('c',)"
Metab__CHEBI:143182_e,Gene4485__Q6UWQ5,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('e',)"
Gene4485__Q6UWQ5,Metab__CHEBI:61952_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4485__Q6UWQ5,Metab__CHEBI:61952_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:143182_c,Gene4485__P19961,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('c',)"
Metab__CHEBI:143182_e,Gene4485__P19961,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('e',)"
Gene4485__P19961,Metab__CHEBI:61952_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4485__P19961,Metab__CHEBI:61952_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:143182_c,Gene4485__P04746,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('c',)"
Metab__CHEBI:143182_e,Gene4485__P04746,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('e',)"
Gene4485__P04746,Metab__CHEBI:61952_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4485__P04746,Metab__CHEBI:61952_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:143182_c,Gene4486__P0DTE7,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('c',)"
Metab__CHEBI:143182_e,Gene4486__P0DTE7,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('e',)"
Gene4486__P0DTE7,Metab__CHEBI:61952_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:143182_c,Gene4486__P0DTE8,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('c',)"
Metab__CHEBI:143182_e,Gene4486__P0DTE8,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('e',)"
Gene4486__P0DTE8,Metab__CHEBI:61952_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:143182_c,Gene4486__P0DUB6,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('c',)"
Metab__CHEBI:143182_e,Gene4486__P0DUB6,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('e',)"
Gene4486__P0DUB6,Metab__CHEBI:61952_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61952_c,Gene4487__Q6UWQ5,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:61952_e,Gene4487__Q6UWQ5,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4487__Q6UWQ5,Metab__CHEBI:61988_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4487__Q6UWQ5,Metab__CHEBI:61988_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61952_c,Gene4487__P19961,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:61952_e,Gene4487__P19961,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4487__P19961,Metab__CHEBI:61988_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4487__P19961,Metab__CHEBI:61988_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61952_c,Gene4487__P04746,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:61952_e,Gene4487__P04746,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4487__P04746,Metab__CHEBI:61988_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4487__P04746,Metab__CHEBI:61988_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61952_e,Gene4488__P0DTE7,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4488__P0DTE7,Metab__CHEBI:61988_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61952_e,Gene4488__P0DTE8,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4488__P0DTE8,Metab__CHEBI:61988_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61952_e,Gene4488__P0DUB6,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4488__P0DUB6,Metab__CHEBI:61988_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61988_c,Gene4489__Q6UWQ5,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:61988_e,Gene4489__Q6UWQ5,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4489__Q6UWQ5,Metab__CHEBI:27931_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4489__Q6UWQ5,Metab__CHEBI:27931_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61988_c,Gene4489__P19961,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:61988_e,Gene4489__P19961,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4489__P19961,Metab__CHEBI:27931_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4489__P19961,Metab__CHEBI:27931_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61988_c,Gene4489__P04746,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:61988_e,Gene4489__P04746,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4489__P04746,Metab__CHEBI:27931_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4489__P04746,Metab__CHEBI:27931_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61988_e,Gene4490__P0DTE7,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4490__P0DTE7,Metab__CHEBI:27931_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61988_e,Gene4490__P0DTE8,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4490__P0DTE8,Metab__CHEBI:27931_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:61988_e,Gene4490__P0DUB6,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4490__P0DUB6,Metab__CHEBI:27931_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:27931_c,Gene4491__Q6UWQ5,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:27931_e,Gene4491__Q6UWQ5,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4491__Q6UWQ5,Metab__CHEBI:47937_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4491__Q6UWQ5,Metab__CHEBI:47937_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:27931_e,Gene4491__P0DTE7,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4491__P0DTE7,Metab__CHEBI:47937_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:27931_e,Gene4491__P0DTE8,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4491__P0DTE8,Metab__CHEBI:47937_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:27931_e,Gene4491__P0DUB6,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4491__P0DUB6,Metab__CHEBI:47937_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:27931_c,Gene4491__P19961,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:27931_e,Gene4491__P19961,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4491__P19961,Metab__CHEBI:47937_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4491__P19961,Metab__CHEBI:47937_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:27931_c,Gene4491__P04746,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:27931_e,Gene4491__P04746,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4491__P04746,Metab__CHEBI:47937_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4491__P04746,Metab__CHEBI:47937_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:27931_c,Gene4492__Q8TET4,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Gene4492__Q8TET4,Metab__CHEBI:47937_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:27931_c,Gene4492__O43451,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Gene4492__O43451,Metab__CHEBI:47937_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:27931_l,Gene4493__P10253,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('l',)"
Gene4493__P10253,Metab__CHEBI:47937_l,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('l',)"
Metab__CHEBI:47937_c,Gene4494__Q6UWQ5,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:47937_c,Gene4494__P19961,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:47937_c,Gene4494__P04746,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:15377_c,Gene4495__P14410,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:15377_e,Gene4495__P14410,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4495__P14410,Metab__CHEBI:4167_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4495__P14410,Metab__CHEBI:4167_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4495__P14410,Metab__CHEBI:47937_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:16001_c,Gene4496__Q6PCE3,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:16077_c,Gene4496__Q6PCE3,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Gene4496__Q6PCE3,Metab__CHEBI:17794_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4496__Q6PCE3,Metab__CHEBI:18148_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:16077_c,Gene4497__Q16851,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:24636_c,Gene4497__Q16851,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:15713_c,Gene4497__Q16851,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Gene4497__Q16851,Metab__CHEBI:33019_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4497__Q16851,Metab__CHEBI:18066_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:67119_c,Gene4498__Q14376,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Gene4498__Q14376,Metab__CHEBI:18066_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:18066_c,Gene4498__Q14376_rev,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Gene4498__Q14376_rev,Metab__CHEBI:67119_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15422_c,Gene4499__P51570,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:28061_c,Gene4499__P51570,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Gene4499__P51570,Metab__CHEBI:16761_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4499__P51570,Metab__CHEBI:17973_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4499__P51570,Metab__CHEBI:24636_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15422_c,Gene4499__Q01415,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:28061_c,Gene4499__Q01415,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Gene4499__Q01415,Metab__CHEBI:16761_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4499__Q01415,Metab__CHEBI:17973_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4499__Q01415,Metab__CHEBI:24636_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:16077_c,Gene4500__P07902,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:67119_c,Gene4500__P07902,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Gene4500__P07902,Metab__CHEBI:17973_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4500__P07902,Metab__CHEBI:18066_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:17973_c,Gene4500__P07902_rev,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:18066_c,Gene4500__P07902_rev,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Gene4500__P07902_rev,Metab__CHEBI:16077_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4500__P07902_rev,Metab__CHEBI:67119_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:10232_c,Gene4501__P07902,1,catalysis,GEM:Human-GEM;GEM:Recon3D,small_molecule,protein,"('c',)"
Metab__CHEBI:17992_e,Gene4502__P14410,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4502__P14410,Metab__CHEBI:28645_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:17992_e,Gene4502__Q8TET4,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4502__Q8TET4,Metab__CHEBI:28645_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:17992_e,Gene4502__O43451,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4502__O43451,Metab__CHEBI:28645_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4503__P51570,Metab__CHEBI:10232_c,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('c',)"
Gene4503__Q01415,Metab__CHEBI:10232_c,1,catalysis,GEM:Human-GEM;GEM:Recon3D,protein,small_molecule,"('c',)"
Metab__CHEBI:15422_c,Gene4503__Q96M60,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:28061_c,Gene4503__Q96M60,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Gene4503__Q96M60,Metab__CHEBI:16761_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4503__Q96M60,Metab__CHEBI:10232_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4503__Q96M60,Metab__CHEBI:24636_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Metab__CHEBI:15377_c,Gene4504__P09848,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:15377_c,Gene4504__P16278,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:15377_c,Gene4504__Q6UWU2,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:15377_c,Gene4504__Q6ZT21,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:15377_e,Gene4504__P09848,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:15377_e,Gene4504__P16278,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:15377_e,Gene4504__Q6UWU2,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:15377_e,Gene4504__Q6ZT21,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:15377_l,Gene4504__P09848,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('l',)"
Metab__CHEBI:15377_l,Gene4504__P16278,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('l',)"
Metab__CHEBI:15377_l,Gene4504__Q6UWU2,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('l',)"
Metab__CHEBI:15377_l,Gene4504__Q6ZT21,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('l',)"
Metab__CHEBI:36219_e,Gene4504__P09848,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:36219_e,Gene4504__P16278,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:36219_e,Gene4504__Q6UWU2,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:36219_e,Gene4504__Q6ZT21,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4504__P09848,Metab__CHEBI:28061_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4504__P16278,Metab__CHEBI:28061_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4504__Q6UWU2,Metab__CHEBI:28061_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4504__Q6ZT21,Metab__CHEBI:28061_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4504__P09848,Metab__CHEBI:28061_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4504__P16278,Metab__CHEBI:28061_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4504__Q6UWU2,Metab__CHEBI:28061_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4504__Q6ZT21,Metab__CHEBI:28061_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4504__P09848,Metab__CHEBI:28061_l,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('l',)"
Gene4504__P16278,Metab__CHEBI:28061_l,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('l',)"
Gene4504__Q6UWU2,Metab__CHEBI:28061_l,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('l',)"
Gene4504__Q6ZT21,Metab__CHEBI:28061_l,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('l',)"
Gene4504__P09848,Metab__CHEBI:4167_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4504__P16278,Metab__CHEBI:4167_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4504__Q6UWU2,Metab__CHEBI:4167_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4504__Q6ZT21,Metab__CHEBI:4167_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:15754_e,Gene4505__P06280,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:15377_c,Gene4505__P06280,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('c',)"
Metab__CHEBI:15377_e,Gene4505__P06280,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:15377_l,Gene4505__P06280,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('l',)"
Gene4505__P06280,Metab__CHEBI:28061_c,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('c',)"
Gene4505__P06280,Metab__CHEBI:28061_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4505__P06280,Metab__CHEBI:28061_l,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('l',)"
Gene4505__P06280,Metab__CHEBI:17522_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:15754_e,Gene4505__P16278,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:15377_e,Gene4505__P16278,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:15377_l,Gene4505__P16278,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('l',)"
Gene4505__P16278,Metab__CHEBI:28061_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4505__P16278,Metab__CHEBI:28061_l,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('l',)"
Gene4505__P16278,Metab__CHEBI:17522_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:36219_e,Gene4506__orphanReacMAR04831,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:15846_e,Gene4506__orphanReacMAR04831,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4506__orphanReacMAR04831,Metab__CHEBI:1567_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4506__orphanReacMAR04831,Metab__CHEBI:24636_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4506__orphanReacMAR04831,Metab__CHEBI:57945_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:1567_e,Gene4506__orphanReacMAR04831_rev,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:24636_e,Gene4506__orphanReacMAR04831_rev,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:57945_e,Gene4506__orphanReacMAR04831_rev,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4506__orphanReacMAR04831_rev,Metab__CHEBI:36219_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4506__orphanReacMAR04831_rev,Metab__CHEBI:15846_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:27453_e,Gene4507__P09848,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:27453_e,Gene4507__P16278,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:27453_e,Gene4507__Q6UWU2,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:27453_e,Gene4507__Q6ZT21,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:4167_e,Gene4507__P09848,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:4167_e,Gene4507__P16278,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:4167_e,Gene4507__Q6UWU2,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:4167_e,Gene4507__Q6ZT21,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Gene4507__P09848,Metab__CHEBI:1567_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4507__P16278,Metab__CHEBI:1567_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4507__Q6UWU2,Metab__CHEBI:1567_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4507__Q6ZT21,Metab__CHEBI:1567_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4507__P09848,Metab__CHEBI:15377_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4507__P16278,Metab__CHEBI:15377_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4507__Q6UWU2,Metab__CHEBI:15377_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Gene4507__Q6ZT21,Metab__CHEBI:15377_e,1,catalysis,GEM:Human-GEM,protein,small_molecule,"('e',)"
Metab__CHEBI:1567_e,Gene4507__P09848_rev,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:1567_e,Gene4507__P16278_rev,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
Metab__CHEBI:1567_e,Gene4507__Q6UWU2_rev,1,catalysis,GEM:Human-GEM,small_molecule,protein,"('e',)"
