source,target,sign,interaction_type,resource,source_type,target_type,locations
P11440,Q91W96,1,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8K298,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P98084,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8BSY0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O35126,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P97477,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9JLV1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O08664,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8K019,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q6PAJ1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O88700,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8BMB0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8R0S4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O88602,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q6P9K8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O70374,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q7TQK0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P28033,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9D0N7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9Z265,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9DBL7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P47941,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P24622,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P70698,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q62018,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q60598,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P97792,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P97318,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9QXS6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,A0A2R8VHR8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P35639,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q810A7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q6PGC1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8C9B9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9JI44,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P39053,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P28563,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8R1Q8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P58252,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q60775,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8CHI8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O70318,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q80TH2,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P19785,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O08580,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9D952,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9QZ11,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q61160,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q66JX5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9D824,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9JJ28,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P47930,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9R1K5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9WV18,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q6Y7W8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q60760,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P35436,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q3UVX5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8C5Q4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9Z1E4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q6NVF4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P43275,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q60668,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8VDM6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9JK92,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P41136,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O35664,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P81122,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9CXV0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P09450,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P15066,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q03717,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q3UXZ9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q60575,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P58334,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O54957,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q60787,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P27782,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q61211,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9QXD8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P21619,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P14873,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8C052,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9WVI9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P49138,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P26645,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q925J9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q60929,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q6PDK2,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P55200,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,D3YWE6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q7TPV4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P01108,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O55033,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P70365,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P19246,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q60867,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q04690,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q60591,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q6PIJ4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,E9Q5C9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O35516,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P33242,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q80U93,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9DCE5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q3ULB5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8C015,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9Z0P4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9QYX7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q04735,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P49586,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P70271,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q2M3X8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8CHP6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q5SPL2,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8BKC8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8BWW9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q68FH0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P70207,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8BZH4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8K3Z9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O70343,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P60469,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9ERT9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q60829,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9R078,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q91Z31,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P34152,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P11416,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P97868,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q80TZ9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q80TE0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P18654,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P18654,P11440,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9Z2B9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P28700,1,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8CFC7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,A2AJT4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q62093,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O35326,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q3USH5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9D0B0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8BJU0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q6NZR5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q04692,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P97496,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q62376,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q61234,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9QX47,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q62245,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9QYY8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O35906,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P05480,P11440,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P05480,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q99MR6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P55821,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9WUD1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O88935,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q5HZG4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9EPQ8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P24529,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q08122,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q61029,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q61033,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P25119,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P62996,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q9JHE7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O70481,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q3UJD6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q8C6M1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q91XU0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q64318,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P22893,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,O35615,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,P70121,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,A2A5K6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P11440,Q7TSH3,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q3UHJ0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9Z0F8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P51830,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9QYB8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9QYB5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,O08715,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9D1F4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q7TQF7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P53995,-1,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P17426,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,O35841,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8C0D4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,A2BH40,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,A2CG63,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,O35126,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q61687,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q7TSC1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,O54918,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P10417,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,O08664,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9D219,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8K019,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q6PAJ1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q7JJ13,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8K2F0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,O88737,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8K3X4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P58501,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q923T9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q6P9K8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8C3Q9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P51125,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q80XL1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,A2A6Q5,-1,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q6PDQ2,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q5NBX1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P23927,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9JKB3,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q7TSG2,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,A2A432,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,A0A2R8VHR8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P35639,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9JJY4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q810A7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9Z1T5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P31001,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9D415,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P39053,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8R1Q8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q6PDL0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q61501,1,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q61501,-1,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q61502,1,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q01279,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8JZQ9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8R1B4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9EST3,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q05D44,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P41969,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P41971,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9WV69,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P15037,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8CHQ0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q66JX5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9JL04,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P47930,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P01101,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P47856,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8BQU6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q3THK3,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8K284,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9Z1E4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9Z2V5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8BLH7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P43276,1,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P38532,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P81122,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9ET80,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P05627,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q3UXZ9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P41230,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q60749,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q6P9P6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q3V300,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q3U9G9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P48678,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P14733,1,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9WTX8,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P14873,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8C052,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P70218,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,O08911,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q6P5G0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9WVI9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P49138,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P26645,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P23804,-1,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9Z2D6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q925J9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P26187,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,E9PVX6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8CDB0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q99KX1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P55200,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P54276,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9WVG9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8K4B0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P03966,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,O55033,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9ERR1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P19246,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q6P5H2,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q60867,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q60591,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P70255,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,E9Q5C9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,O35516,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q3UV55,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8K4F6,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9Z0P4,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P60335,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P59114,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9QYX7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P49586,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q811Q9,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q4VA53,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q11136,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q6IE82,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q68FH0,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P47713,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9Z1B3,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9QXS1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P23204,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,O70343,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,A2AR02,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P62141,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q60829,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q80VL3,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P68404,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P49769,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9Z2U1,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q3TXS7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q9CQJ7,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q80U58,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,A2ALS5,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,P97868,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
P97377,Q8C2Q3,0,signaling,"OmniPath:omnipath,ligrecextra",protein,protein,()
