matched_seed_display_labels,matched_seed_resolution_status,subject_name,disease_type,disease_subtype,tissue_original,tissue_group,experimental_method,case_sample_count,control_sample_count,pubmed_ids,pmc_ids,study_description,case_description,control_description,contrast_p_value,contrast_logfc,conclusion,metac_id,phenotype_result,relation_pk,relation_evidence_pk,source
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,64,19,35311577,PMC9040882,Differential metabolites between left-preoperative colorectal cancer (CRC) patients and right-preoperative colorectal cancer (CRC) patients.,left-preoperative colorectal cancer (CRC) patients,right-preoperative colorectal cancer (CRC) patients,0.167271343,,,METAC_527,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,45976d7d-8434-6360-6534-a53c6c59f403,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,19,19,35311577,PMC9040882,Differential metabolites between right-preoperative colorectal cancer (CRC) patients and right-postoperative colorectal cancer (CRC) patients.,right-preoperative colorectal cancer (CRC) patients,right-postoperative colorectal cancer (CRC) patients,0.89494133,,,METAC_521,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,4b5e86b1-4340-2457-3f67-40a1cacbb712,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,61,61,35311577,PMC9040882,Differential metabolites between preoperative without chemotherapy colorectal cancer (CRC) patients and postoperative without chemotherapy colorectal cancer (CRC) patients.,preoperative without chemotherapy colorectal cancer (CRC) patients,postoperative without chemotherapy colorectal cancer (CRC) patients,0.429956497,,,METAC_533,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,74d43dda-2882-c4c7-06b0-ed09e574bc56,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,83,83,35311577,PMC9040882,Differential metabolites between preoperative colorectal cancer (CRC) patients and postoperative colorectal cancer (CRC) patients.,preoperative colorectal cancer (CRC) patients,postoperative colorectal cancer (CRC) patients,0.166809966,,,METAC_517,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,84db91e2-60a7-9b75-a459-c3457dcef17f,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,64,19,35311577,PMC9040882,Differential metabolites between left-preoperative colorectal cancer (CRC) patients and right-preoperative colorectal cancer (CRC) patients.,left-preoperative colorectal cancer (CRC) patients,right-preoperative colorectal cancer (CRC) patients,0.832728657,,,METAC_526,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,90668538-48d0-2381-9b5d-57e463ac3dd1,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,19,19,35311577,PMC9040882,Differential metabolites between right-preoperative colorectal cancer (CRC) patients and right-postoperative colorectal cancer (CRC) patients.,right-preoperative colorectal cancer (CRC) patients,right-postoperative colorectal cancer (CRC) patients,0.225322723,,,METAC_522,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,978d0608-1adb-b2ec-eaad-a7f7f391e055,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,64,64,35311577,PMC9040882,Differential metabolites between left-preoperative colorectal cancer (CRC) patients and left-postoperative colorectal cancer (CRC) patients.,left-preoperative colorectal cancer (CRC) patients,left-postoperative colorectal cancer (CRC) patients,0.26332317,,,METAC_523,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,9dc8e4fd-28a9-06a0-73c6-b6c9e818acef,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,64,19,35311577,PMC9040882,Differential metabolites between left-postoperative colorectal cancer (CRC) patients and right-postoperative colorectal cancer (CRC) patients.,left-postoperative colorectal cancer (CRC) patients,right-postoperative colorectal cancer (CRC) patients,0.964463726,,,METAC_529,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,b7e0534f-be03-f176-e57d-311172116064,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,61,61,35311577,PMC9040882,Differential metabolites between preoperative without chemotherapy colorectal cancer (CRC) patients and postoperative without chemotherapy colorectal cancer (CRC) patients.,preoperative without chemotherapy colorectal cancer (CRC) patients,postoperative without chemotherapy colorectal cancer (CRC) patients,0.571443668,,,METAC_532,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,c05d8888-f447-c105-e4d5-51d5b03cbc7b,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,64,64,35311577,PMC9040882,Differential metabolites between left-preoperative colorectal cancer (CRC) patients and left-postoperative colorectal cancer (CRC) patients.,left-preoperative colorectal cancer (CRC) patients,left-postoperative colorectal cancer (CRC) patients,0.526646341,,,METAC_525,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,c640de67-7abb-b0de-a5bd-ce69ebc8596f,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,64,19,35311577,PMC9040882,Differential metabolites between left-preoperative colorectal cancer (CRC) patients and right-preoperative colorectal cancer (CRC) patients.,left-preoperative colorectal cancer (CRC) patients,right-preoperative colorectal cancer (CRC) patients,0.334542687,,,METAC_528,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,cf334d8b-bb90-e003-3130-ebddff23f405,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,64,64,35311577,PMC9040882,Differential metabolites between left-preoperative colorectal cancer (CRC) patients and left-postoperative colorectal cancer (CRC) patients.,left-preoperative colorectal cancer (CRC) patients,left-postoperative colorectal cancer (CRC) patients,0.737762814,,,METAC_524,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,d3db5118-d4e0-405b-59ae-5d34bdedd137,macdb
Azelate,resolved,Colorectal Cancer (CRC) Operation,colorectal cancer,,Stool,Stool,CE-TOF-MS,83,83,35311577,PMC9040882,Differential metabolites between preoperative colorectal cancer (CRC) patients and postoperative colorectal cancer (CRC) patients.,preoperative colorectal cancer (CRC) patients,postoperative colorectal cancer (CRC) patients,0.333619933,,,METAC_519,,43c21165-83c1-ddeb-d2f5-8068b7c61dd1,d49d4c18-9baf-7bc1-28d1-ce29a911249a,macdb
Azelate,resolved,Colorectal Cancer (CRC) stage,colorectal cancer,stage III/IV colorectal cancer,Stool,Stool,CE-TOF-MS,85,245,35311577,PMC9040882,Differential metabolites between stage III/IV colorectal cancer (CRC) patients and healthy controls.,stage III/IV colorectal cancer (CRC) patients,healthy controls,0.564359489,,,METAC_537,,b4ea4536-efc7-cde8-6613-f7c4575aea57,acae6a69-7513-e680-dd67-a634c08179dc,macdb
Azelate,resolved,Colorectal Cancer (CRC) stage,colorectal cancer,stage I/II colorectal cancer,Stool,Stool,CE-TOF-MS,140,245,35311577,PMC9040882,Differential metabolites between stage I/II colorectal cancer (CRC) patients and healthy controls.,stage I/II colorectal cancer (CRC) patients,healthy controls,0.045586438,,,METAC_536,,b4ea4536-efc7-cde8-6613-f7c4575aea57,ae9fa34a-2fda-d0d2-7dee-6007c43874b9,macdb
Azelate,resolved,Colorectal Cancer (CRC) stage,colorectal cancer,stage 0 colorectal cancer,Stool,Stool,CE-TOF-MS,68,245,35311577,PMC9040882,Differential metabolites between stage 0 colorectal cancer (CRC) patients and healthy controls.,stage 0 colorectal cancer (CRC) patients,healthy controls,0.171249812,,,METAC_535,,b4ea4536-efc7-cde8-6613-f7c4575aea57,dab982c3-7731-cc46-6551-a23fb0a76bd5,macdb
Azelate,resolved,Colorectal Cancer (CRC),colorectal cancer,,Urine,Urine,UPLC-TQMS,67,21,35521635,PMC9064491,Differential urine metabolites between CRC (Colorectal cancer) patients and healthy controls,Colorectal cancer,healthy control,3.06e-07,,A total of 48 difffferential metabolites were identifified in CRC compared to controls.,METAC_1140,,19008c4a-0db7-7493-c5b5-31fc73bf55d2,5d44e9d0-168e-bf6f-2907-90a3145a2091,macdb
Azelate,resolved,Clear Cell Renal Cell Carcinoma (ccRCC),kidney cancer,clear cell renal cell carcinoma (ccRCC),Kidney tissue,Tissue,Mass spectrometry,138,138,26766592,PMC4809063,metabolic changes upon comparing primary clear cell renal cell carcinoma (ccRCC) to adjacent normal kidney tissues,clear cell renal cell carcinoma (ccRCC),adjacent normal kidney tissues,0.026293,0.212082397700383,,METAC_627,,50e2b811-7663-04e6-150e-94855a8976a3,6db5853b-40ac-5d31-5dd7-aff87d3b8db4,macdb
Azelate,resolved,Clear Cell Renal Cell Carcinoma (ccRCC) Stage,kidney cancer,clear cell renal cell carcinoma (ccRCC),Kidney tissue,Tissue,Mass spectrometry,90,48,26766592,PMC4809063,"metabolites significantly higher or lower in clear cell renal cell carcinoma (ccRCC) Stage III/IV tumors, compared to Stage I/II",Stage III/IV tumors,Stage I/II tumors,0.89646,-0.0111040466867727,,METAC_628,,fa9a2c94-fdde-3cc0-7ba1-92548aab6a1a,0259ab5d-c2d4-6dda-f1d4-b202715e916a,macdb
Azelate,resolved,Clear Cell Renal Cell Carcinoma (ccRCC) metastasis,kidney cancer,clear cell renal cell carcinoma (ccRCC),Kidney tissue,Tissue,Mass spectrometry,19,119,26766592,PMC4809063,Comparison of metabolite abundances in tumors developing metastases versus those not developing metastases at preparation of this report.,tumors developing metastases,tumour not developing metastases,0.555441,-0.148217716789379,,METAC_629,,d6e47bb9-1c53-6588-7d35-ccd058241a65,e7b9b205-a6fb-7c51-2c67-9a7cc5fb4779,macdb
Azelate,resolved,Hepatocellular Carcinoma,liver cancer,hepatocellular carcinoma,Plasma,Plasma,LC-MS,25,27,33490775,PMC7818305,The different metabolites between hepatocellular carcinoma and chronic hepatitis B virus (CHB) in negative mode,hepatocellular carcinoma,Chronic hepatitis B virus,,,,METAC_394,,508473f0-91e8-3fba-b2f8-e260a9295714,d920c24d-f329-6704-2808-29967b286d1e,macdb
Azelate,resolved,Acinar Cell Adenocarcinoma (ACA),lung cancer,Acinar Cell Adenocarcinoma (ACA),Blood,Blood,LC-QTOF/MS,7,3,33891605,PMC8064553,Compounds significantly affected by lung cancer type (Acinar Cell Adenocarcinoma (ACA) vs. Benign).,Acinar Cell Adenocarcinoma (ACA),benign tumours,<0.05,1.6,"Several metabolites were found at higher concentrations in cancer patients such as lactic acid in Squamous Cell Carcinoma, and lysoPCs in Adenocarcinoma and Acinar Cell Carcinoma, which may be used to detect early onset and/or to monitor the progress of the cancer patients",METAC_689,,afa1644f-47b6-9ed6-5d8b-e3221e577ecd,d29d983a-1391-61e9-93d9-07dbd13a810a,macdb
Azelate,resolved,Adenocarcinoma (AC),lung cancer,Adenocarcinoma (AC),Blood,Blood,LC-QTOF/MS,7,3,33891605,PMC8064553,Compounds significantly affected by lung cancer type (Adenocarcinoma (AC) vs. Benign).,Adenocarcinoma (AC),benign tumours,<0.05,3.2,"Several metabolites were found at higher concentrations in cancer patients such as lactic acid in Squamous Cell Carcinoma, and lysoPCs in Adenocarcinoma and Acinar Cell Carcinoma, which may be used to detect early onset and/or to monitor the progress of the cancer patients",METAC_690,,a1820c78-aa4c-2640-11fc-849afc6bed97,1778d3f4-f835-9189-cb59-5c5c533df8a0,macdb
Azelate,resolved,Lung Cancer(LC),lung cancer,"NSCLC, adenocarcinoma",Blood,Blood,GC-TOF-MS,18,20,25859693,PMC4495369,"Mean and fold change between cancer and control subjects in Study 1(FHCRC, 18 cancer patients and 20 controls)",Lung cancer,Control,0.5,,"Differential analysis identified 15 known metabolites in one study and 18 in a second study that were statistically different (p-values <0.05). Levels of maltose, palmitic acid, glycerol, ethanolamine, glutamic acid, and lactic acid were increased in cancer samples while amino acids tryptophan, lysine and histidine decreased.",METAC_777,,abf1388e-2cf9-5c55-969c-762a36bbeb6b,1ce0ed75-266a-f8f2-f8b2-d280555a1a90,macdb
Azelate,resolved,Lung Cancer(LC),lung cancer,"NSCLC, SCLC, Mesothelioma",Blood,Blood,GC-TOF-MS,11,11,25859693,PMC4495369,"Mean and fold change between cancer and control subjects in Study 2 (UC Davis ,contained 11 subjects in each group)",Lung cancer,Control,0.344,,"Differential analysis identified 15 known metabolites in one study and 18 in a second study that were statistically different (p-values <0.05). Levels of maltose, palmitic acid, glycerol, ethanolamine, glutamic acid, and lactic acid were increased in cancer samples while amino acids tryptophan, lysine and histidine decreased.",METAC_778,,abf1388e-2cf9-5c55-969c-762a36bbeb6b,c4b169d9-0e30-d39b-1ab9-3b2e3bcc69b1,macdb
Azelate,resolved,Squamous Cell Carcinoma (SCC),lung cancer,Squamous Cell Carcinoma (SCC),Blood,Blood,LC-QTOF/MS,11,3,33891605,PMC8064553,Compounds significantly affected by lung cancer type (Squamous Cell Carcinoma (SCC) vs. Benign).,Squamous Cell Carcinoma (SCC),benign tumours,<0.05,-1.8,"Several metabolites were found at higher concentrations in cancer patients such as lactic acid in Squamous Cell Carcinoma, and lysoPCs in Adenocarcinoma and Acinar Cell Carcinoma, which may be used to detect early onset and/or to monitor the progress of the cancer patients",METAC_691,,0200dfd8-7375-40a2-9f69-01ab1b92bddd,a930b199-d8b1-44d9-6a0a-d213a7b696eb,macdb
Azelate,resolved,Adenocarcinoma (AC),lung cancer,adenocarcinoma,Plasma,Plasma,GC-TOF-MS,52,31,26282632,PMC4633344,Plasma metabolite in Adenocarcinoma Lung Cancer ADC1 training sets.,Adenocarcinoma lung cancer,Healthy controls,0.149,,,METAC_845,,a1820c78-aa4c-2640-11fc-849afc6bed97,1b0a8120-a3b7-2f1e-08b2-c432e1ff7b4c,macdb
Azelate,resolved,Adenocarcinoma (AC),lung cancer,adenocarcinoma,Plasma,Plasma,GC-TOF-MS,43,43,26282632,PMC4633344,Plasma metabolite in Adenocarcinoma Lung Cancer ADC2 test sets.,Adenocarcinoma lung cancer,Healthy controls,0.284,,,METAC_846,,a1820c78-aa4c-2640-11fc-849afc6bed97,cbf613dd-32c9-704f-6537-9d2734b3689d,macdb
Azelate,resolved,Adenocarcinoma (AC),lung cancer,adenocarcinoma,Serum,Serum,GC-TOF-MS,43,43,26282632,PMC4633344,Serum metabolites in Adenocarcinoma Lung Cancer ADC2 test sets.,Adenocarcinoma lung cancer,Healthy controls,0.828,,,METAC_844,,a1820c78-aa4c-2640-11fc-849afc6bed97,3a2f2708-2ee8-6db6-c952-f1a5f3d9922c,macdb
Azelate,resolved,Adenocarcinoma (AC),lung cancer,adenocarcinoma,Serum,Serum,GC-TOF-MS,49,31,26282632,PMC4633344,Serum metabolites in Adenocarcinoma Lung Cancer ADC1 training sets.,Adenocarcinoma lung cancer,Healthy controls,0.008,,,METAC_843,,a1820c78-aa4c-2640-11fc-849afc6bed97,c8385acf-4ab1-d8a9-acef-8dff7267e18f,macdb
Azelate,resolved,Lung Cancer(LC),lung cancer,,Serum,Serum,LC-MS,39,40,34527604,PMC8435782,Fold changes (FC) and Variable importance in projection (VIP) score for LC-MS-based metabolomics datasets for the healthy control (HC) and lung cancer (LC) groups.,lung cancer (LC),healthy group(HC),0.301309078294227,,"serum levels of glycerophospholipids (LysoPE 18:3, LysoPC 14:0, LysoPC 18:3), Imidazopyrimidines (Hypoxanthine), AcylGlcADG 66:18; AcylGlcADG (22:6/22:6/22:6) and Acylcarnitine 11:0 were substantially different between HC and LC groups.",METAC_667,,abf1388e-2cf9-5c55-969c-762a36bbeb6b,363e5a6d-4ada-a9ed-dfda-41e4805cac49,macdb
Azelate,resolved,Lung Cancer(LC),lung cancer,,Serum,Serum,GC-MS,31,29,30805978,,Significant different metabolites between patient and control group,Lung Cancer,Normal,0.000455,1.259473,GC-MS analysis showed that 23 of the 169 metabolites identified were significantly different.,METAC_713,,abf1388e-2cf9-5c55-969c-762a36bbeb6b,4c829ddf-2ee2-8aeb-e4ba-d491ce36b497,macdb
Azelate,resolved,Non–Small Cell Carcinoma,lung cancer,Non–Small Cell cancer,Serum,Serum,GC/MS;LC/MS,94,190,26762741,,Metabolite alterations in Non-Small Cell cancer patients than controls,Non–Small Cell cancer,controls,0.003179,,Differences in the serum metabolite profile exist between patients with stage I through stage III non-small cell lung cancer and matched controls.,METAC_848,,a9e8b4bc-d075-095a-b5dd-882fa561f9f2,2ce386bd-784e-49db-1a29-817ff01e6067,macdb
Azelate,resolved,Lung Cancer(LC),lung cancer,,Sweat,Sweat,LC-QTOF MS/MS,41,55,25935675,,metabolites in sweat to discriminate between lung cancer patients and control individuals,lung cancer,control individuals,0.00194,,,METAC_776,,abf1388e-2cf9-5c55-969c-762a36bbeb6b,a7f6113b-1963-56d2-9b2d-305d9728275b,macdb
Azelate,resolved,Adenocarcinoma (AC),lung cancer,adenocarcinoma,Lung tissue,Tissue,UPLC/MS/MS;GC/MS,33,33,30099851,PMC6165994,Significant different metabolites between adenocarcinoma and adjacent normal lung tissue,adenocarcinoma,adjacent normal lung tissue,0.000147765,-0.333269405193148,,METAC_723,,a1820c78-aa4c-2640-11fc-849afc6bed97,c28a1577-1874-db93-6c3d-6f316acf091a,macdb
Azelate,resolved,Lung Cancer(LC)  with emphysema(E),lung cancer,,Lung tissue,Tissue,GC-MS,10,10,32795777,,Differential metabolites in the lung paracancer tissues in lung cancer (LC) patients with emphysema (E) vs LC patients without COPD (con),lung cancer(LC) patients with emphysema(E),LC patients without COPD(con),0.00841264642947688,,"Overall, 60, 55, 33 and 63 differential metabolites (DM) were identified in comparisons between CB vs CON, E vs CON, CB vs E, and CB + E vs CON, respectively, and of these, 8 DM were shared in all comparisons. Among the high altered metabolites, E samples showed higher 'acetol' than CON samples, and lower 'azelaic acid', '3-methylglutaric acid' and 'allose'. CB samples showed higher 'turanose' and 'o-phosphoserine' and lower 'anandamide' than CON and E samples. In CB and E samples, 'galactonic acid', '2-mercaptoethanesulfonic acid', 'D-alanyl-D-alanine' '3-methylglutaric acid', 'glycine', 'L-4-Hydroxyphenylglycine' and 'O-phosphonothreonine' had common alteration trends compared with those of CON samples. 'Glycine', 'L-4-Hydroxyphenylglycine' and 'O-phosphonothreonine' were significantly enriched in glycine, serine and threonine metabolism pathways. The total differential metabolites detected were remarkably altered in pyrimidine, beta-alanine and purine metabolism.",METAC_694,,5e961ab5-98e8-fa38-d3e5-7db84f9b0c4b,3453fe4b-3db3-6500-a3f1-bc2c35a727d4,macdb
Azelate,resolved,Lung Cancer(LC) with Chronic obstructive pulmonary disease (COPD),lung cancer,,Lung tissue,Tissue,GC-MS,10,10,32795777,,Differential metabolites in the lung paracancer tissues in lung cancer (LC) patients with chronic bronchitis (CB) + LC patients with emphysema (E) vs LC patients without COPD(con),lung cancer(LC) patients with chronic bronchitis(CB) + LC patients with emphysema(E),LC patients without COPD(con),0.0047743343030357,,"Overall, 60, 55, 33 and 63 differential metabolites (DM) were identified in comparisons between CB vs CON, E vs CON, CB vs E, and CB + E vs CON, respectively, and of these, 8 DM were shared in all comparisons. Among the high altered metabolites, E samples showed higher 'acetol' than CON samples, and lower 'azelaic acid', '3-methylglutaric acid' and 'allose'. CB samples showed higher 'turanose' and 'o-phosphoserine' and lower 'anandamide' than CON and E samples. In CB and E samples, 'galactonic acid', '2-mercaptoethanesulfonic acid', 'D-alanyl-D-alanine' '3-methylglutaric acid', 'glycine', 'L-4-Hydroxyphenylglycine' and 'O-phosphonothreonine' had common alteration trends compared with those of CON samples. 'Glycine', 'L-4-Hydroxyphenylglycine' and 'O-phosphonothreonine' were significantly enriched in glycine, serine and threonine metabolism pathways. The total differential metabolites detected were remarkably altered in pyrimidine, beta-alanine and purine metabolism.",METAC_696,,903052bb-050e-deed-6353-eaab98cba7aa,a6c88d2f-f5a2-d49f-fce1-d82b6c259e86,macdb
Azelate,resolved,Non-Small Cell Lung Cancer (NSCLC),lung cancer,non-small cell lung cancer,Lung tissue,Tissue,LC-MS,40,40,35735103,,Differential metabolites in tumor samples between the LC (lung cancer) patients and healthy controls,non-small cell lung cancer tumor tissue,Pericarcinous tissue,1.72e-10,,,METAC_1154,,c1bdd2cc-84cd-2100-7da5-11e222112802,de0a7b86-8106-1720-9a77-28826c6706b2,macdb
Azelate,resolved,Cutaneous T-Cell Lymphoma,lymphoma,cutaneous T-cell lymphoma,Serum,Serum,GC-MS;UHPLC-QTOF-MS,31,31,29413580,,Serum metabolites compared between cutaneous T-cell lymphoma and controls,cutaneous T-cell lymphoma,controls,1.47e-07,,"A total of 51 CTCL-regulated metabolites were identified, among which 15 differential metabolites have an AUC > 0.9 in receiver operating characteristic (ROC) curve analysis.",METAC_1166,,192887ac-1b94-be76-7ae2-85d8ce170922,ca4e7f0c-9e7c-f78b-3ea3-13ff6b675773,macdb
Azelate,resolved,Cutaneous T-Cell Lymphoma,lymphoma,cutaneous T-cell lymphoma,Serum,Serum,GC-MS;UHPLC-QTOF-MS,31,31,29413580,,Serum metabolites compared between cutaneous T-cell lymphoma and controls,cutaneous T-cell lymphoma,controls,1.44e-16,,"A total of 51 CTCL-regulated metabolites were identified, among which 15 differential metabolites have an AUC > 0.9 in receiver operating characteristic (ROC) curve analysis.",METAC_1166,,192887ac-1b94-be76-7ae2-85d8ce170922,fd96012e-b14b-6218-0ef8-171b82f4c24d,macdb
Azelate,resolved,Ovarian Cancer,ovarian cancer,,A2780 cells,A2780 cells,CE-TOF-MS,,,33596851,PMC7891143,Metabolites with significant differences in expression between A2780 and A2780cis cells,A2780cis cells,A2780 cells,0.00181,,"Levels of glutamine, glutamate, and glutathione (GSH), a key drug resistance mediator synthesized from glutamate, were significantly elevated in A2780cis cells than those in A2780 cells. Furthermore, glutamine starvation decreased the GSH levels and CDDP resistance in A2780cis cells.",METAC_357,,4eca895b-b7c6-17ca-45d8-a18772becc0f,39b3d1d7-3150-dcbe-df75-50a9425b9a42,macdb
Azelate,resolved,Prostate Cancer (Pca),prostate cancer,,Urine,Urine,GC-MS,89,70,34590739,,differential metabolites between prostate cancer patients and healthy controls,prostate cancer patients,healthy controls,,,metabolites from the plasma were more valuable than those from the urine,METAC_995,,7fd57a5b-a077-b3fa-5a47-0e17c255c7d0,38eb04f1-2758-32b0-726e-f31d1f6fef6f,macdb
Azelate,resolved,Prostate Cancer (Pca),prostate cancer,,Urine,Urine,LC-TOF/MS,32,32,25684700,,Statistically significant metabolites identified in urine samples from prostate cancer patients compared to healthy volunteers with LC-TOF/MS technique in positive (+) and negative (-) polarity,prostate cancer,healthy group,0.002,,"The selected pathways, like urea and tricarboxylic acid cycle, amino acid and purine metabolism, can play crucial role in pathogenesis of prostate cancer disease.",METAC_959,,7fd57a5b-a077-b3fa-5a47-0e17c255c7d0,c4599af7-2dca-e62f-84d7-bc31117c210a,macdb
