source,target,source_type,target_type,id_type_a,id_type_b,interaction_type,resource,mor,locations,attrs
frozenset({'A1Z1Q3'}),CHEBI:17154,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('n',)","{'reverse': False, 'reaction_id': 'MAR20100', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77017,frozenset({'Q9BQ69'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('n',)","{'reverse': False, 'reaction_id': 'MAR20100', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9BQ69'}),CHEBI:17154,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('n',)","{'reverse': False, 'reaction_id': 'MAR20100', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77017,frozenset({'Q9Y530'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('n',)","{'reverse': False, 'reaction_id': 'MAR20100', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9Y530'}),CHEBI:17154,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('n',)","{'reverse': False, 'reaction_id': 'MAR20100', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:142723,frozenset({'Q9BQ69'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;KEGG,1,"('n',)","{'reverse': False, 'reaction_id': 'MAR20101', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:58756,frozenset({'Q9Y5Z9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'g', 'n', 'r')","{'reverse': False, 'reaction_id': 'MAR20102', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:6746,frozenset({'Q9Y5Z9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'g', 'n', 'r')","{'reverse': False, 'reaction_id': 'MAR20102', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9Y5Z9'}),CHEBI:33019,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('c', 'g', 'n', 'r')","{'reverse': False, 'reaction_id': 'MAR20102', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9Y5Z9'}),CHEBI:193091,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('c', 'g', 'n', 'r')","{'reverse': False, 'reaction_id': 'MAR20102', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:17879,frozenset({'Q9Y5Z9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'g', 'n', 'r')","{'reverse': False, 'reaction_id': 'MAR20106', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:60721,frozenset({'Q9Y5Z9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c', 'g', 'n', 'r')","{'reverse': False, 'reaction_id': 'MAR20106', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9Y5Z9'}),CHEBI:84503,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('c', 'g', 'n', 'r')","{'reverse': False, 'reaction_id': 'MAR20106', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:15351,frozenset({'Q8N0X4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20111', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:16891,frozenset({'Q8N0X4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20111', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:15377,frozenset({'Q8N0X4'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20111', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q8N0X4'}),CHEBI:1146900,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20111', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q8N0X4'}),CHEBI:24636,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20111', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q8N0X4'}),CHEBI:30797,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20111', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:15422,frozenset({'O00763'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;KEGG,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20112', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:17544,frozenset({'O00763'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM;KEGG,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20112', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O00763'}),CHEBI:16761,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;KEGG,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20112', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O00763'}),CHEBI:24636,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20112', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O00763'}),CHEBI:18367,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20112', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:17877,frozenset({'Q99424'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:15379,frozenset({'Q99424'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q99424'}),CHEBI:16238,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q99424'}),CHEBI:16240,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:17877,frozenset({'P14920'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'P14920'}),CHEBI:16238,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:17877,frozenset({'Q99489'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:15379,frozenset({'Q99489'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q99489'}),CHEBI:16238,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q99489'}),CHEBI:16240,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;KEGG,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:17877,frozenset({'P35228'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'P35228'}),CHEBI:16238,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'P35228'}),CHEBI:16240,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:17877,frozenset({'Q6QHF9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q6QHF9'}),CHEBI:16238,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:17877,frozenset({'Q9P0Z9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:15379,frozenset({'Q9P0Z9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9P0Z9'}),CHEBI:16238,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9P0Z9'}),CHEBI:16240,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM;KEGG,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:17877,frozenset({'P47989'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'P47989'}),CHEBI:16238,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20114', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:16238,frozenset({'Q9BQG2'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20117', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9BQG2'}),CHEBI:58210,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('x',)","{'reverse': False, 'reaction_id': 'MAR20117', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q9Y234'}),CHEBI:17460,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20168', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:57371,frozenset({'Q8WYK0'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c',)","{'reverse': False, 'reaction_id': 'MAR20169', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q8WYK0'}),CHEBI:30772,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('c',)","{'reverse': False, 'reaction_id': 'MAR20169', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:15533,frozenset({'O00154'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c',)","{'reverse': False, 'reaction_id': 'MAR20170', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O00154'}),CHEBI:25646,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('c',)","{'reverse': False, 'reaction_id': 'MAR20170', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:28493,frozenset({'O00154'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c',)","{'reverse': False, 'reaction_id': 'MAR20171', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O00154'}),CHEBI:30813,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('c',)","{'reverse': False, 'reaction_id': 'MAR20171', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:77547,frozenset({'O00154'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('c',)","{'reverse': False, 'reaction_id': 'MAR20172', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'O00154'}),CHEBI:32368,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('c',)","{'reverse': False, 'reaction_id': 'MAR20172', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:15753,frozenset({'Q02218'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20173', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q02218'}),CHEBI:29144,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20173', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:15753,frozenset({'Q96HY7'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20173', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
frozenset({'Q96HY7'}),CHEBI:29144,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20173', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:16530,"frozenset({'P21953', 'P12694'})",small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20174', 'enzyme_complex': True, 'gems': ['Human-GEM']}"
"frozenset({'P21953', 'P12694'})",CHEBI:48522,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20174', 'enzyme_complex': True, 'gems': ['Human-GEM']}"
CHEBI:35932,"frozenset({'P21953', 'P12694'})",small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20175', 'enzyme_complex': True, 'gems': ['Human-GEM']}"
"frozenset({'P21953', 'P12694'})",CHEBI:29141,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20175', 'enzyme_complex': True, 'gems': ['Human-GEM']}"
CHEBI:48430,"frozenset({'P21953', 'P12694'})",small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20176', 'enzyme_complex': True, 'gems': ['Human-GEM']}"
"frozenset({'P21953', 'P12694'})",CHEBI:29143,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20176', 'enzyme_complex': True, 'gems': ['Human-GEM']}"
CHEBI:190398,"frozenset({'P21953', 'P12694', 'P11182'})",small_molecule,protein,chebi,uniprot,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20177', 'enzyme_complex': True, 'gems': ['Human-GEM']}"
frozenset({'P11182'}),CHEBI:15539,protein,small_molecule,uniprot,chebi,catalysis,GEM:Human-GEM,1,"('m',)","{'reverse': False, 'reaction_id': 'MAR20178', 'enzyme_complex': False, 'gems': ['Human-GEM']}"
CHEBI:51340,frozenset({'MAR20180'}),small_molecule,protein,chebi,reaction_id,catalysis,GEM:Human-GEM,1,"('e',)","{'reverse': False, 'reaction_id': 'MAR20180', 'enzyme_complex': False, 'orphan': True, 'gems': ['Human-GEM']}"
frozenset({'MAR20180'}),CHEBI:51340,protein,small_molecule,reaction_id,chebi,catalysis,GEM:Human-GEM,1,"('e',)","{'reverse': True, 'reaction_id': 'MAR20180', 'enzyme_complex': False, 'orphan': True, 'gems': ['Human-GEM']}"
CHEBI:13931,frozenset({'Q07973'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('m',)","{'reverse': False, 'reaction_id': '24_25VITD3Hm'}"
frozenset({'Q07973'}),CHEBI:19806,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('m',)","{'reverse': False, 'reaction_id': '24_25VITD3Hm'}"
CHEBI:11166,frozenset({'Q16853'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
frozenset({'Q16853'}),CHEBI:10350,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
frozenset({'Q16853'}),CHEBI:13354,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
frozenset({'Q16853'}),CHEBI:13405,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
CHEBI:11166,frozenset({'P19801'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
frozenset({'P19801'}),CHEBI:10350,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
frozenset({'P19801'}),CHEBI:13354,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'e')","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
frozenset({'P19801'}),CHEBI:13405,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'e')","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
CHEBI:11166,frozenset({'O75106'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
frozenset({'O75106'}),CHEBI:10350,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
frozenset({'O75106'}),CHEBI:13354,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
frozenset({'O75106'}),CHEBI:13405,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '13DAMPPOX'}"
CHEBI:86319,frozenset({'O15528'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('m',)","{'reverse': False, 'reaction_id': '25VITD2Hm'}"
frozenset({'O15528'}),CHEBI:86320,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('m',)","{'reverse': False, 'reaction_id': '25VITD2Hm'}"
CHEBI:1013,frozenset({'P20132'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '2AMACHYD'}"
frozenset({'P20132'}),CHEBI:13405,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '2AMACHYD'}"
frozenset({'P20132'}),CHEBI:14987,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '2AMACHYD'}"
CHEBI:1013,frozenset({'P0DMM9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '2AMACSULT'}"
CHEBI:11679,frozenset({'P0DMM9'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '2AMACSULT'}"
frozenset({'P0DMM9'}),CHEBI:13094,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '2AMACSULT'}"
frozenset({'P0DMM9'}),CHEBI:13735,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '2AMACSULT'}"
CHEBI:13051,frozenset({'Q9BQT8'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '2AMADPTm'}"
CHEBI:11638,frozenset({'Q9BQT8'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'e', 'm')","{'reverse': False, 'reaction_id': '2AMADPTm'}"
frozenset({'Q9BQT8'}),CHEBI:13051,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('m',)","{'reverse': False, 'reaction_id': '2AMADPTm'}"
frozenset({'Q9BQT8'}),CHEBI:11638,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': '2AMADPTm'}"
CHEBI:11635,frozenset({'Q9BQT8'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': '2OXOADPTm'}"
frozenset({'Q9BQT8'}),CHEBI:11635,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': True, 'reaction_id': '2OXOADPTm'}"
CHEBI:11693,frozenset({'Q8TF71'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'e')","{'reverse': False, 'reaction_id': '34DHPHEt'}"
frozenset({'Q8TF71'}),CHEBI:11693,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'e')","{'reverse': True, 'reaction_id': '34DHPHEt'}"
CHEBI:1382,frozenset({'P43353'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': '34DHXMANDACOX'}"
frozenset({'P43353'}),CHEBI:1383,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': '34DHXMANDACOX'}"
CHEBI:1382,frozenset({'P30838'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': '34DHXMANDACOX'}"
frozenset({'P30838'}),CHEBI:1383,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': '34DHXMANDACOX'}"
CHEBI:1382,frozenset({'P47895'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': '34DHXMANDACOX'}"
frozenset({'P47895'}),CHEBI:1383,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': '34DHXMANDACOX'}"
CHEBI:10981,frozenset({'P80404'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('m',)","{'reverse': False, 'reaction_id': '3AIBtm'}"
frozenset({'P80404'}),CHEBI:10981,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c', 'm')","{'reverse': False, 'reaction_id': '3AIBtm'}"
CHEBI:11800,frozenset({'P46952'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '3HAO'}"
frozenset({'P46952'}),CHEBI:11504,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '3HAO'}"
CHEBI:1582,frozenset({'P21397'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D;KEGG,1,"('c',)","{'reverse': False, 'reaction_id': '3MOXTYROX'}"
frozenset({'P21397'}),CHEBI:1574,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '3MOXTYROX'}"
frozenset({'P21397'}),CHEBI:13354,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '3MOXTYROX'}"
frozenset({'P21397'}),CHEBI:13405,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '3MOXTYROX'}"
CHEBI:1582,frozenset({'P27338'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D;KEGG,1,"('c',)","{'reverse': False, 'reaction_id': '3MOXTYROX'}"
frozenset({'P27338'}),CHEBI:1574,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '3MOXTYROX'}"
frozenset({'P27338'}),CHEBI:13354,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '3MOXTYROX'}"
frozenset({'P27338'}),CHEBI:13405,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '3MOXTYROX'}"
CHEBI:11695,frozenset({'P27338'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '42A12BOOX'}"
frozenset({'P27338'}),CHEBI:1385,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '42A12BOOX'}"
CHEBI:11695,frozenset({'Q16853'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '42A12BOOX'}"
frozenset({'Q16853'}),CHEBI:1385,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '42A12BOOX'}"
CHEBI:11695,frozenset({'P19801'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '42A12BOOX'}"
frozenset({'P19801'}),CHEBI:1385,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '42A12BOOX'}"
CHEBI:11695,frozenset({'O75106'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '42A12BOOX'}"
frozenset({'O75106'}),CHEBI:1385,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '42A12BOOX'}"
CHEBI:11695,frozenset({'P21397'}),small_molecule,protein,chebi,uniprot,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '42A12BOOX'}"
frozenset({'P21397'}),CHEBI:1385,protein,small_molecule,uniprot,chebi,catalysis,GEM:Recon3D,1,"('c',)","{'reverse': False, 'reaction_id': '42A12BOOX'}"
